pair,direction,entry_date,entry_price,stop_loss,take_profit,entry_bar,rsi_divergence,adx_strong,exit_date,exit_price,outcome,bars_held
USDMXN,SHORT,2026-02-06,17.503599166870117,17.868264576432082,16.774268347746187,1172,False,True,2026-03-06,17.868264576432082,LOSS,20.0
USDMXN,LONG,2026-04-06,17.880399703979492,17.444944015258415,18.751311081421647,1213,False,True,2026-04-08,17.444944015258415,LOSS,2.0
USDMXN,LONG,2026-06-02,17.352949142456055,17.09880930717801,17.861228813012147,1254,False,False,,,OPEN,
USDZAR,SHORT,2023-08-29,18.55430030822754,19.22187442154079,17.219152081601038,539,False,False,2023-09-05,19.22187442154079,LOSS,5.0
USDZAR,SHORT,2025-11-18,17.171049118041992,17.52115568483226,16.47083598446146,1116,False,False,2026-01-02,16.47083598446146,WIN,31.0
USDZAR,SHORT,2026-02-02,16.137269973754883,16.558243976306258,15.295321968652132,1168,False,True,2026-03-03,16.558243976306258,LOSS,21.0
USDZAR,LONG,2026-04-06,16.969289779663086,16.367719369440973,18.17243060010731,1213,False,True,2026-04-08,16.367719369440973,LOSS,2.0
USDZAR,LONG,2026-05-19,16.572799682617188,16.073624143189825,17.571150761471912,1244,False,False,,,OPEN,
USDPLN,SHORT,2024-01-02,3.9368999004364014,4.02396555885178,3.7627685836056433,629,False,True,2024-01-16,4.02396555885178,LOSS,10.0
USDPLN,LONG,2025-11-10,3.6708199977874756,3.611849204968069,3.7887615834262887,1110,False,False,2025-12-11,3.611849204968069,LOSS,23.0
USDPLN,LONG,2026-01-09,3.6120500564575195,3.5705963849071534,3.694957399558252,1152,False,False,2026-01-22,3.5705963849071534,LOSS,9.0
USDPLN,LONG,2026-03-25,3.6739299297332764,3.5839241443754997,3.8539415004488298,1205,False,True,2026-04-15,3.5839241443754997,LOSS,15.0
USDPLN,LONG,2026-05-27,3.638050079345703,3.5837791789183155,3.7465918802004783,1250,False,False,2026-06-23,3.7465918802004783,WIN,19.0
USDHUF,LONG,2025-12-22,329.8139953613281,324.21472436455605,341.0125373548723,1140,True,False,2026-01-26,324.21472436455605,LOSS,23.0
USDHUF,LONG,2026-03-24,333.5539855957031,319.5230098810349,361.61593702503956,1204,False,True,2026-04-08,319.5230098810349,LOSS,11.0
USDHUF,SHORT,2026-05-19,308.7909851074219,318.39008527358317,289.5927847750993,1244,False,True,2026-07-17,318.39008527358317,LOSS,43.0
USDHUF,LONG,2026-08-03,314.8389892578125,307.16328444631813,330.19039888080124,1298,False,True,,,OPEN,
USDILS,SHORT,2025-08-25,3.367419958114624,3.434207495570375,3.2338448832031217,1055,False,False,2025-11-10,3.2338448832031217,WIN,55.0
USDILS,LONG,2025-11-25,3.262939929962158,3.193231757692823,3.4023562745008284,1121,False,False,2025-12-12,3.193231757692823,LOSS,13.0
USDILS,SHORT,2026-01-21,3.16198992729187,3.2133610689458134,3.0592476439839835,1160,False,True,2026-02-12,3.0592476439839835,WIN,16.0
USDILS,SHORT,2026-02-17,3.093640089035034,3.149119144230773,2.9826819786435568,1179,False,True,2026-02-27,3.149119144230773,LOSS,8.0
USDILS,SHORT,2026-03-06,3.0785300731658936,3.153201138225851,2.929187943045979,1192,False,False,2026-03-27,3.153201138225851,LOSS,15.0
USDILS,LONG,2026-04-08,3.1417999267578125,3.067901987773379,3.2895958047266793,1215,False,False,2026-04-09,3.067901987773379,LOSS,1.0
SGDJPY,SHORT,2023-01-23,97.82599639892578,100.89735524815652,91.68327870046431,383,False,True,2023-02-21,100.89735524815652,LOSS,21.0
SGDJPY,LONG,2025-11-10,118.07099914550781,116.39218344152842,121.4286305534666,1110,False,False,2025-12-19,121.4286305534666,WIN,29.0
SGDJPY,SHORT,2026-04-02,123.66799926757812,124.98772765113124,121.0285425004719,1211,False,False,2026-04-10,124.98772765113124,LOSS,6.0
SGDJPY,SHORT,2026-05-15,124.01899719238281,125.47829220736907,121.1004071624103,1242,False,True,2026-06-30,125.47829220736907,LOSS,32.0
HKDJPY,SHORT,2022-08-08,17.202999114990234,17.70236455194383,16.204268241083042,263,False,False,2022-08-29,17.70236455194383,LOSS,15.0
HKDJPY,LONG,2022-10-26,18.85099983215332,18.418229463649208,19.716540569161545,320,False,True,2022-11-10,18.418229463649208,LOSS,11.0
HKDJPY,SHORT,2022-12-16,17.71095085144043,18.278967676773156,16.574917200774976,357,False,True,2023-01-13,16.574917200774976,WIN,20.0
HKDJPY,SHORT,2023-04-04,16.857999801635742,17.287978823382744,15.998041758141738,434,False,False,2023-04-28,17.287978823382744,LOSS,18.0
HKDJPY,LONG,2023-05-08,17.22825050354004,16.808470202187905,18.067811106244307,458,False,False,2023-06-15,18.067811106244307,WIN,28.0
HKDJPY,LONG,2023-10-11,19.006000518798828,18.75998862544782,19.49802430550084,570,False,False,2023-12-04,18.75998862544782,LOSS,38.0
HKDJPY,SHORT,2024-03-15,18.95709991455078,19.265539477382102,18.34022078888814,682,False,False,2024-03-19,19.265539477382102,LOSS,2.0
HKDJPY,LONG,2024-05-07,19.72715950012207,19.323314990769145,20.53484851882792,719,False,True,2024-06-26,20.53484851882792,WIN,36.0
HKDJPY,SHORT,2024-09-03,18.817930221557617,19.3417315802733,17.77032750412625,804,False,True,2024-10-21,19.3417315802733,LOSS,34.0
HKDJPY,SHORT,2025-03-18,19.225339889526367,19.629080930110167,18.417857808358768,943,False,False,2025-04-11,18.417857808358768,WIN,18.0
HKDJPY,SHORT,2025-05-06,18.53424072265625,19.048008047607745,17.50670607275326,976,False,False,2025-05-12,19.048008047607745,LOSS,4.0
HKDJPY,SHORT,2025-05-30,18.335079193115234,18.845208332787507,17.31482091377069,994,False,False,2025-06-23,18.845208332787507,LOSS,16.0
HKDJPY,LONG,2025-08-13,18.825950622558594,18.4472504639867,19.583350939702385,1047,False,False,2025-10-08,19.583350939702385,WIN,40.0
HKDJPY,LONG,2025-12-01,20.028329849243164,19.72150644466787,20.64197665839375,1125,False,True,2026-01-26,19.72150644466787,LOSS,38.0
