pair,direction,entry_date,entry_price,stop_loss,take_profit,entry_bar,rsi_divergence,volume_used,exit_date,exit_price,outcome,bars_held,asset_class
BTC-USD,SHORT,2024-04-13,63821.47265625,70964.85084042847,49534.71628789307,983,True,True,2024-05-20,70964.85084042847,LOSS,37,crypto
BTC-USD,SHORT,2024-06-18,65140.74609375,69062.98706111622,57296.26415901756,1049,False,True,2024-07-04,57296.26415901756,WIN,16,crypto
BTC-USD,LONG,2024-10-15,67041.109375,62723.65865161095,75676.0108217781,1168,False,True,2024-11-06,75676.0108217781,WIN,22,crypto
BTC-USD,LONG,2024-11-07,75904.859375,70850.39234863105,86013.7934277379,1191,False,True,2024-11-11,86013.7934277379,WIN,4,crypto
BTC-USD,SHORT,2025-02-25,88736.171875,95517.62451836579,75173.26658826842,1301,False,True,2025-04-07,75173.26658826842,WIN,41,crypto
BTC-USD,LONG,2026-01-05,93882.5546875,88991.95301207196,103663.75803835609,1615,True,True,2026-01-20,88991.95301207196,LOSS,15,crypto
BTC-USD,LONG,2026-05-04,79827.90625,75553.43780699665,88376.8431360067,1734,False,True,2026-05-22,75553.43780699665,LOSS,18,crypto
ETH-USD,SHORT,2024-04-13,3004.900390625,3456.2760710310445,2102.149029812911,983,False,True,2024-05-20,3456.2760710310445,LOSS,37,crypto
ETH-USD,SHORT,2024-07-04,3054.52197265625,3303.2555305071487,2557.0548569544526,1065,False,True,2024-07-15,3303.2555305071487,LOSS,11,crypto
ETH-USD,SHORT,2025-01-13,3135.499755859375,3495.0541916412917,2416.3908842955416,1258,False,True,2025-01-17,3495.0541916412917,LOSS,4,crypto
ETH-USD,SHORT,2025-02-25,2493.592529296875,2851.575873098615,1777.6258416933952,1301,False,True,2025-03-11,1777.6258416933952,WIN,14,crypto
ETH-USD,LONG,2025-06-10,2813.517578125,2544.9929097774984,3350.566914820003,1406,False,True,2025-06-13,2544.9929097774984,LOSS,3,crypto
ETH-USD,SHORT,2025-11-04,3292.574462890625,3747.9841008649887,2381.7551869418976,1553,False,True,2026-01-31,2381.7551869418976,WIN,88,crypto
SOL-USD,LONG,2024-09-20,146.56680297851562,131.50851833756116,176.68337226042456,1143,False,True,2024-10-24,176.68337226042456,WIN,34,crypto
SOL-USD,SHORT,2025-04-02,117.75762939453125,136.71524053663273,79.84240711032828,1337,False,True,2025-04-19,136.71524053663273,LOSS,17,crypto
SOL-USD,LONG,2025-05-08,163.96078491210938,149.35408340774438,193.17418792083936,1373,False,True,2025-06-05,149.35408340774438,LOSS,28,crypto
SOL-USD,LONG,2025-09-12,242.30328369140625,220.98783598873183,284.9341790967551,1500,False,True,2025-09-22,220.98783598873183,LOSS,10,crypto
SOL-USD,SHORT,2025-11-04,155.40318298339844,180.44390030585012,105.32174833849507,1553,False,True,2026-01-31,105.32174833849507,WIN,88,crypto
SOL-USD,LONG,2026-03-16,96.22372436523438,85.94009993792241,116.7909732198583,1685,False,True,2026-03-22,85.94009993792241,LOSS,6,crypto
XRP-USD,SHORT,2024-04-12,0.5484139919281006,0.620396299189384,0.40444937740553377,982,False,True,2024-07-05,0.40444937740553377,WIN,84,crypto
XRP-USD,SHORT,2024-10-03,0.5219529867172241,0.5825348582807452,0.40078924359018187,1156,False,True,2024-11-10,0.5825348582807452,LOSS,38,crypto
XRP-USD,LONG,2025-05-08,2.323184013366699,2.121123743130475,2.727304553839148,1373,False,True,2025-05-31,2.121123743130475,LOSS,23,crypto
XRP-USD,SHORT,2025-06-22,2.0140280723571777,2.2092015021180536,1.623681212835426,1418,False,True,2025-06-24,2.2092015021180536,LOSS,2,crypto
XRP-USD,SHORT,2025-09-25,2.742319107055664,2.979932681814888,2.2670919575372164,1513,False,True,2025-10-02,2.979932681814888,LOSS,7,crypto
XRP-USD,SHORT,2025-10-10,2.3585970401763916,2.7481892776319916,1.5794125652651916,1528,False,True,2026-01-31,1.5794125652651916,WIN,113,crypto
XRP-USD,LONG,2026-03-17,1.5185439586639404,1.3756098164340307,1.80441224312376,1686,True,True,2026-03-22,1.3756098164340307,LOSS,5,crypto
